FeedbackID,GuestID,HotelID,ReviewComments,ReviewType,ReviewScore,RecommendationLikelihood,RoomComfortScore,ServiceQualityScore,CleanlinessScore
1779,2182,85,"The hotels location was excellent, close to major attractions and shopping areas.",Neutral,7,7,7,7,8
1780,1584,85,The staff were incredibly attentive and ensured all my needs were met.,Positive,9,9,9,9,9
1781,1212,85,"Breakfast was varied and delicious, with plenty of healthy options available.",Positive,9,9,8,9,9
1782,26,86,"The ambiance of the hotel was modern and relaxing, perfect for a business trip.",Positive,8,8,8,8,8
1783,1485,86,"The bed was very comfortable, ensuring a restful nights sleep.",Positive,9,9,9,9,9
1784,3517,86,The hotels central location made it easy to explore the city on foot.,Positive,10,10,9,10,10
1785,3293,86,The staff were friendly and made check-in and check-out very easy.,Positive,9,9,9,9,9
1786,1828,86,"The hotel was impeccably clean, with fresh linens and towels every day.",Positive,9,9,9,9,9
1787,597,86,The room was well-equipped with modern amenities and very comfortable.,Positive,9,9,9,9,9
1788,101,86,"The breakfast was good, but i would have liked more variety in the options.",Neutral,7,7,7,7,8
1789,2585,86,"The room was comfortable, but i expected a bit more space for the price i paid.",Neutral,6,6,6,7,7
1790,1436,86,"The wi-fi was slow at times, which made it difficult to work from my room.",Neutral,6,6,6,6,7
1791,3199,86,"The location was convenient, but the noise from the street was noticeable at night.",Neutral,6,6,6,7,7
1792,1657,86,"The staff were polite, but the service in the restaurant was slower than expected.",Neutral,6,6,6,7,7
1793,617,86,"The air conditioning in the room was too loud, which disrupted my sleep.",Neutral,5,5,6,6,6
1794,2430,86,The breakfast selection was limited and didnt have enough healthy options.,Positive,10,10,9,10,10
1795,546,86,"The room was not as clean as i expected, with dust in a few corners.",Positive,10,10,9,10,10
1796,3096,86,"The service was below expectations, considering the price i paid for the room.",Positive,10,10,9,10,10
1797,368,86,The room was smaller than i expected and felt a bit cramped.,Negative,3,3,3,3,4
1798,856,86,"The hotel was fine, but i was expecting more for the price i paid.",Neutral,6,6,6,7,7
1799,1883,87,"The bed was comfortable, but the room was a bit too warm, and the thermostat didnt work properly.",Neutral,5,5,6,6,6
1800,606,87,"The service was decent, but there was room for improvement in the overall experience.",Neutral,6,6,6,7,7
1801,891,87,"The noise from the hallway was too loud, and the room wasnt well-insulated from outside sounds.",Negative,4,4,4,4,4
1802,1698,87,"The room decor was nice, but some of the furniture seemed a bit worn and outdated.",Neutral,6,6,6,7,7
1803,2244,87,"The room was spacious and beautifully decorated, providing a very comfortable stay.",Positive,9,9,9,9,9
1804,2419,87,"The hotels location was ideal, close to major attractions and historical sites.",Positive,10,10,9,10,10
1805,2363,87,The staff were friendly and provided excellent service throughout my stay.,Positive,9,9,9,9,9
1806,1568,87,Breakfast was delicious with a wide variety of options.,Positive,9,9,8,9,9
1807,2128,87,"The hotel had a charming ambiance, perfect for a relaxing stay.",Positive,8,8,8,8,8
1808,530,87,"The bed was very comfortable, ensuring a good nights sleep.",Positive,9,9,9,9,9
1809,3607,87,The hotels central location made it easy to explore the city.,Positive,10,10,9,10,10
1810,478,87,The staff were attentive and ensured all my needs were met.,Positive,9,9,9,9,9
1811,1149,87,"The hotel was very clean, with housekeeping doing an excellent job every day.",Positive,9,9,9,9,9
1812,706,87,The room was well-equipped with all the amenities needed for a comfortable stay.,Positive,9,9,9,9,9
1813,243,87,"The breakfast was good, but i would have liked more variety in the options.",Neutral,7,7,7,7,8
1814,2915,87,"The room was comfortable, but i expected a bit more space for the price.",Neutral,6,6,6,7,7
1815,3141,87,"The wi-fi was slow at times, which made it difficult to work from my room.",Neutral,6,6,6,6,7
1816,1055,88,"The location was convenient, but the noise from the street was noticeable at night.",Neutral,6,6,6,7,7
1817,862,88,"The staff were polite, but the service in the restaurant was slower than expected.",Neutral,6,6,6,7,7
1818,2840,88,"The air conditioning in the room was too loud, which disrupted my sleep.",Neutral,5,5,6,6,6
1819,3029,88,The breakfast selection was limited and could have included more healthy options.,Positive,8,8,8,8,8
1820,1359,88,"The room was not as clean as i expected, with dust in a few corners.",Positive,8,8,8,8,8
1821,3673,88,"The service was below expectations, considering the price i paid for the room.",Negative,4,4,4,4,4
1822,3627,88,The room was smaller than i expected and felt a bit cramped.,Negative,3,3,3,3,4
1823,761,88,"The hotel was fine, but i was expecting more for the price i paid.",Neutral,6,6,6,7,7
1824,2649,88,"The bed was comfortable, but the room was a bit too warm, and the thermostat didnt work properly.",Neutral,5,5,6,6,6
1825,2147,88,"The service was decent, but there was room for improvement in the overall experience.",Neutral,6,6,6,7,7
1826,252,88,"The noise from the hallway was too loud, and the room wasnt well-insulated from outside sounds.",Positive,8,8,8,8,8
1827,2374,88,"The room decor was nice, but some of the furniture seemed a bit worn and outdated.",Neutral,6,6,6,7,7
1828,1732,88,"The room was clean and comfortable, providing a good value for the price.",Positive,8,8,8,8,8
1829,2629,88,"The hotels location was great, right in the heart of the city near all the main attractions.",Positive,9,9,9,9,9
1830,3129,88,The staff were friendly and helpful throughout my stay.,Positive,8,8,8,8,8
1831,3232,88,"The breakfast was basic but tasty, with enough options to start the day.",Positive,7,7,7,7,8
1832,245,88,"The bed was comfortable, and the room was quiet, which allowed for a restful night.",Positive,8,8,8,8,8
1833,979,89,The hotels central location made it easy to explore the surrounding area.,Positive,9,9,8,9,9
1834,2532,89,The staff were accommodating and made check-in and check-out very smooth.,Positive,8,8,8,8,8
1835,2083,89,"The hotel was clean, and the room was well-maintained during my stay.",Positive,8,8,8,8,8
1836,1296,89,The room was small but had everything i needed for a short stay.,Positive,7,7,7,7,8
1837,2711,89,The location was perfect for exploring the citys main attractions.,Positive,9,9,8,9,9
1838,3379,89,"The breakfast could have been better, with more variety.",Neutral,6,6,6,6,7
1839,1997,89,"The room was a bit outdated, but it was clean and comfortable enough.",Neutral,6,6,6,6,7
1840,2563,89,"The wi-fi connection was slow at times, making it difficult to work.",Neutral,5,5,5,6,6
1841,907,89,"The location was convenient, but the noise from the street was noticeable at night.",Neutral,6,6,6,6,7
1842,2125,89,"The staff were polite, but the service could have been more attentive.",Neutral,6,6,6,7,7
1843,393,89,"The air conditioning was a bit loud, but overall, the room was comfortable.",Neutral,5,5,6,6,6
1844,521,89,The breakfast options were limited and could have included more variety.,Negative,4,4,4,4,5
1845,803,89,"The room was not as clean as i expected, with some dust in the corners.",Negative,4,4,4,4,5
1846,2811,89,"The service was below expectations, considering the price i paid for the room.",Negative,4,4,4,4,5
1847,2355,89,The room was smaller than i expected and felt a bit cramped.,Negative,3,3,3,3,4
1848,2719,89,"The hotel was fine, but i was expecting more for the price i paid.",Neutral,6,6,6,7,7
1849,2904,89,"The bed was comfortable, but the room was too warm, and the air conditioning was difficult to adjust.",Neutral,5,5,6,6,6
1850,461,90,"The service was decent, but there was room for improvement in some areas.",Neutral,6,6,6,7,7
1851,2224,90,The noise from other guests in the hallway was disruptive to my sleep.,Negative,4,4,5,5,5
1852,3046,90,"The room decor was nice, but some of the furniture appeared slightly worn.",Neutral,6,6,6,7,7
1853,3381,90,"The room was spacious and well-appointed, providing a comfortable stay.",Positive,9,9,9,9,9
1854,1136,90,"The hotels location was convenient, close to restaurants and shops.",Positive,9,9,9,9,9
1855,1990,90,The staff were attentive and made sure all my needs were met.,Positive,9,9,9,9,9
1856,3669,90,"Breakfast was varied and delicious, with plenty of healthy options available.",Positive,8,8,8,8,9
1857,2250,90,"The ambiance of the hotel was modern and inviting, perfect for a business trip.",Positive,8,8,8,8,8
1858,893,90,"The bed was very comfortable, ensuring a restful nights sleep.",Negative,4,4,5,5,5
1859,703,90,The hotels central location made it easy to explore the city.,Negative,4,4,5,5,5
1860,2902,90,The staff were friendly and made check-in and check-out very easy.,Negative,4,4,5,5,5
1861,741,90,"The hotel was impeccably clean, with fresh linens and towels every day.",Positive,9,9,9,9,9
1862,1570,90,The room was well-equipped with modern amenities and very comfortable.,Negative,4,4,5,5,5
1863,1674,90,"The breakfast was good, but i would have liked more variety in the options.",Neutral,7,7,7,7,8
1864,3638,90,"The room was comfortable, but i expected a bit more space for the price i paid.",Neutral,6,6,6,7,7
1865,1790,90,"The wi-fi was slow at times, which made it difficult to work from my room.",Neutral,6,6,6,6,7
1866,2225,90,"The location was convenient, but the noise from the street was noticeable at night.",Neutral,6,6,6,7,7
1867,3409,91,"The staff were polite, but the service in the restaurant was slower than expected.",Neutral,6,6,6,7,7
1868,3278,91,"The air conditioning in the room was too loud, which disrupted my sleep.",Neutral,5,5,6,6,6
1869,1161,91,The breakfast selection was limited and didnt have enough healthy options.,Negative,4,4,4,4,5
1870,2938,91,"The room was not as clean as i expected, with dust in a few corners.",Negative,4,4,4,4,5
1871,2420,91,"The service was below expectations, considering the price i paid for the room.",Negative,4,4,4,4,4
1872,1478,91,The room was smaller than i expected and felt a bit cramped.,Negative,3,3,3,3,4
1873,2873,91,"The hotel was fine, but i was expecting more for the price i paid.",Neutral,6,6,6,7,7
1874,1688,91,"The bed was comfortable, but the room was a bit too warm, and the thermostat didnt work properly.",Neutral,5,5,6,6,6
1875,895,91,"The service was decent, but there was room for improvement in the overall experience.",Neutral,6,6,6,7,7
1876,2341,91,"The noise from the hallway was too loud, and the room wasnt well-insulated from outside sounds.",Negative,4,4,4,4,4
1877,1410,91,"The room decor was nice, but some of the furniture seemed a bit worn and outdated.",Neutral,6,6,6,7,7
1878,2319,91,"The room was clean and comfortable, providing a good value for the price.",Negative,4,4,4,4,5
1879,1534,91,"The hotels location was great, right in the heart of the city near all the main attractions.",Negative,4,4,4,4,5
1880,1633,91,The staff were friendly and helpful throughout my stay.,Negative,4,4,4,4,5
1881,397,91,"The breakfast was basic but tasty, with enough options to start the day.",Negative,4,4,4,4,5
1882,782,91,"The bed was comfortable, and the room was quiet, which allowed for a restful night.",Negative,4,4,4,4,5
1883,1916,91,The hotels central location made it easy to explore the surrounding area.,Positive,9,9,8,9,9
1884,424,92,The staff were accommodating and made check-in and check-out very smooth.,Positive,8,8,8,8,8
1885,1928,92,"The hotel was clean, and the room was well-maintained during my stay.",Positive,8,8,8,8,8
1886,3640,92,The room was small but had everything i needed for a short stay.,Positive,7,7,7,7,8
1887,855,92,The location was perfect for exploring the citys main attractions.,Positive,9,9,8,9,9
1888,1700,92,"The breakfast could have been better, with more variety.",Positive,10,10,9,10,10
1889,2399,92,"The room was a bit outdated, but it was clean and comfortable enough.",Positive,10,10,9,10,10
1890,3324,92,"The wi-fi connection was slow at times, making it difficult to work.",Neutral,5,5,5,6,6
1891,6,92,"The location was convenient, but the noise from the street was noticeable at night.",Neutral,6,6,6,6,7
1892,1537,92,"The staff were polite, but the service could have been more attentive.",Neutral,6,6,6,7,7
1893,81,92,"The air conditioning was a bit loud, but overall, the room was comfortable.",Neutral,5,5,6,6,6
1894,1370,92,The breakfast options were limited and could have included more variety.,Positive,10,10,9,10,10
1895,3492,92,"The room was not as clean as i expected, with some dust in the corners.",Positive,10,10,9,10,10
1896,3179,92,"The service was below expectations, considering the price i paid for the room.",Positive,10,10,9,10,10
1897,295,92,The room was smaller than i expected and felt a bit cramped.,Negative,3,3,3,3,4
1898,928,92,"The hotel was fine, but i was expecting more for the price i paid.",Neutral,6,6,6,7,7
1899,384,92,"The bed was comfortable, but the room was too warm, and the air conditioning was difficult to adjust.",Neutral,5,5,6,6,6
1900,444,92,"The service was decent, but there was room for improvement in some areas.",Positive,10,10,9,10,10
1901,2279,93,The noise from other guests in the hallway was disruptive to my sleep.,Positive,10,10,9,10,10
1902,2477,93,"The room decor was nice, but some of the furniture appeared slightly worn.",Neutral,6,6,6,7,7
1903,1366,93,"The room was spacious and beautifully decorated, offering a very comfortable stay.",Positive,9,9,9,9,9
1904,3346,93,"The hotels location was excellent, close to major attractions and restaurants.",Positive,10,10,9,10,10
1905,2193,93,The staff were friendly and provided excellent service throughout my stay.,Positive,9,9,9,9,9
1906,531,93,Breakfast was delicious with a wide variety of options to choose from.,Positive,9,9,8,9,9
1907,1583,93,"The hotel had a modern and relaxing ambiance, perfect for a business trip.",Positive,8,8,8,8,8
1908,3486,93,"The bed was very comfortable, ensuring a restful nights sleep.",Positive,9,9,9,9,9
1909,3012,93,The hotels central location made it easy to explore the city on foot.,Positive,10,10,9,10,10
1910,592,93,The staff were attentive and made check-in and check-out very easy.,Positive,9,9,9,9,9
1911,2753,93,"The hotel was impeccably clean, with fresh linens and towels every day.",Positive,9,9,9,9,9
1912,1680,93,The room was well-equipped with modern amenities and very comfortable.,Positive,9,9,9,9,9
1913,885,93,"The breakfast was good, but i would have liked more variety in the options.",Neutral,7,7,7,7,8
1914,1655,93,"The room was comfortable, but i expected a bit more space for the price i paid.",Positive,10,10,9,10,10
1915,3659,93,"The wi-fi was slow at times, which made it difficult to work from my room.",Positive,10,10,9,10,10
1916,1444,93,"The location was convenient, but the noise from the street was noticeable at night.",Neutral,6,6,6,7,7
1917,1905,93,"The staff were polite, but the service in the restaurant was slower than expected.",Positive,10,10,9,10,10
1918,1115,94,"The air conditioning in the room was too loud, which disrupted my sleep.",Neutral,5,5,6,6,6
1919,3305,94,The breakfast selection was limited and could have included more healthy options.,Positive,10,10,9,10,10
1920,1659,94,"The room was not as clean as i expected, with dust in a few corners.",Positive,10,10,9,10,10
1921,2411,94,"The service was below expectations, considering the price i paid for the room.",Negative,4,4,4,4,4
1922,180,94,The room was smaller than i expected and felt a bit cramped.,Negative,3,3,3,3,4
1923,2545,94,"The hotel was fine, but i was expecting more for the price i paid.",Neutral,6,6,6,7,7
1924,2291,94,"The bed was comfortable, but the room was a bit too warm, and the thermostat didnt work properly.",Neutral,5,5,6,6,6
1925,1843,94,"The service was decent, but there was room for improvement in the overall experience.",Neutral,6,6,6,7,7
1926,1623,94,"The noise from the hallway was too loud, and the room wasnt well-insulated from outside sounds.",Negative,4,4,4,4,4
1927,1269,94,"The room decor was nice, but some of the furniture seemed a bit worn and outdated.",Neutral,6,6,6,7,7
1928,2396,94,"The view from the room was breathtaking, and the room was comfortable and clean.",Positive,9,9,9,9,9
1929,3193,94,"The hotels location was excellent, with easy access to the citys main attractions.",Positive,10,10,9,10,10
1930,227,94,The staff were very friendly and provided top-notch service throughout my stay.,Positive,9,9,9,9,9
1931,3469,94,"Breakfast was varied and delicious, with plenty of options to choose from.",Positive,8,8,8,8,9
1932,3174,94,"The hotel had a relaxing ambiance, perfect for a getaway.",Positive,8,8,8,8,8
1933,3150,94,"The bed was very comfortable, ensuring a restful nights sleep.",Positive,9,9,9,9,9
1934,1291,94,The panoramic view from the hotels terrace was stunning.,Positive,10,10,9,10,10
1935,2372,96,The staff were attentive and made sure i had everything i needed.,Positive,9,9,9,9,9
1936,591,96,"The hotel was impeccably clean, with fresh linens and towels every day.",Negative,4,4,4,4,5
1937,2952,96,The room was well-equipped with modern amenities and very comfortable.,Negative,4,4,4,4,5
1938,3310,96,"The breakfast was good, but i would have liked more variety in the options.",Neutral,7,7,7,7,8
1939,822,96,"The room was comfortable, but i expected a bit more space for the price i paid.",Neutral,6,6,6,7,7
1940,3422,96,"The wi-fi was slow at times, which made it difficult to work from my room.",Neutral,6,6,6,6,7
1941,3667,96,"The location was convenient, but the noise from the street was noticeable at night.",Neutral,6,6,6,7,7
1942,641,96,"The staff were polite, but the service in the restaurant was slower than expected.",Neutral,6,6,6,7,7
1943,510,96,"The air conditioning in the room was too loud, which disrupted my sleep.",Neutral,5,5,6,6,6
1944,2154,96,The breakfast selection was limited and didnt have enough healthy options.,Negative,4,4,4,4,5
1945,3498,96,"The room was not as clean as i expected, with dust in a few corners.",Negative,4,4,4,4,5
1946,2195,96,"The service was below expectations, considering the price i paid for the room.",Negative,4,4,4,4,4
1947,1403,96,The room was smaller than i expected and felt a bit cramped.,Negative,3,3,3,3,4
1948,2107,96,"The hotel was fine, but i was expecting more for the price i paid.",Neutral,6,6,6,7,7
1949,3208,96,"The bed was comfortable, but the room was a bit too warm, and the thermostat didnt work properly.",Neutral,5,5,6,6,6
1950,2422,96,"The service was decent, but there was room for improvement in the overall experience.",Neutral,6,6,6,7,7
1951,2889,96,"The noise from the hallway was too loud, and the room wasnt well-insulated from outside sounds.",Negative,4,4,4,4,4
1952,3689,97,"The room decor was nice, but some of the furniture seemed a bit worn and outdated.",Neutral,6,6,6,7,7
1953,2001,97,"The room was spacious and had a beautiful view, making for a comfortable stay.",Positive,9,9,9,9,9
1954,1258,97,"The hotels location was ideal, close to shopping and dining options.",Positive,9,9,9,9,9
1955,2598,97,"The staff were very friendly and helpful, ensuring a pleasant stay.",Positive,9,9,9,9,9
1956,878,97,Breakfast was delicious with a wide variety of choices to start the day.,Positive,8,8,8,8,9
1957,2003,97,"The hotel had a modern and relaxing atmosphere, perfect for unwinding.",Positive,8,8,8,8,8
1958,1984,97,"The bed was extremely comfortable, ensuring a great nights sleep.",Positive,9,9,9,9,9
1959,2824,97,The hotels central location made it easy to explore the citys attractions.,Positive,10,10,9,10,10
1960,2502,97,The staff were attentive and made check-in and check-out a breeze.,Positive,9,9,9,9,9
1961,1218,97,"The hotel was very clean, with fresh towels and linens provided daily.",Positive,9,9,9,9,9
1962,2347,97,The room was equipped with all the amenities i needed for a comfortable stay.,Positive,9,9,9,9,9
1963,3351,97,"The breakfast was decent, but i would have liked more variety.",Neutral,7,7,7,7,8
1964,3694,97,"The room was comfortable, but a bit smaller than i expected for the price.",Neutral,6,6,6,7,7
1965,2512,97,"The wi-fi connection was slow at times, which was inconvenient.",Neutral,6,6,6,6,7
1966,615,97,"The location was good, but the noise from the street was noticeable at night.",Neutral,6,6,6,7,7
1967,2368,97,"The staff were polite, but service in the restaurant was a bit slow.",Neutral,6,6,6,7,7
1968,3228,97,"The air conditioning in the room was too loud, which affected my sleep.",Neutral,5,5,6,6,6
1969,2654,98,"The breakfast options were limited, and there could have been more variety.",Negative,4,4,4,4,5
1970,595,98,"The room was not as clean as i expected, with dust in some areas.",Negative,4,4,4,4,5
1971,1137,98,"The service did not meet my expectations, especially for the price i paid.",Negative,4,4,4,4,4
1972,733,98,The room was smaller than i anticipated and felt cramped.,Negative,3,3,3,3,4
1973,859,98,"The hotel overall was nice, but i expected more for the cost.",Neutral,6,6,6,7,7
1974,1202,98,"The bed was comfortable, but the room was too warm, and the air conditioning was hard to adjust.",Neutral,5,5,6,6,6
1975,3001,98,"The service was fine, but theres room for improvement in some areas.",Neutral,6,6,6,7,7
1976,3599,98,"The noise from other guests was disruptive, and the room wasnt well-insulated from outside sounds.",Negative,4,4,4,4,4
1977,381,98,"The room decor was nice, but some of the furniture appeared worn and outdated.",Neutral,6,6,6,7,7
1978,419,98,"The apartment was spacious and well-furnished, providing a comfortable stay.",Positive,9,9,9,9,9
1979,1283,98,"The location was convenient, close to shops and public transport.",Negative,4,4,4,4,5
1980,1014,98,The staff were very friendly and always willing to help.,Negative,4,4,4,4,5
1981,3514,98,Breakfast was good with a decent variety of options to choose from.,Positive,8,8,8,8,9
1982,3516,98,"The ambiance of the apartment was modern and inviting, perfect for an extended stay.",Positive,8,8,8,8,8
1983,3543,98,"The bed was extremely comfortable, ensuring a great nights sleep.",Negative,4,4,4,4,5
1984,3114,98,The hotels central location made it easy to explore the surrounding areas.,Negative,4,4,4,4,5
1985,1991,98,The staff were attentive and made sure all my needs were met.,Positive,9,9,9,9,9
1986,1248,99,"The apartment was spotless, with housekeeping doing an excellent job every day.",Positive,9,9,9,9,9
1987,2613,99,The apartment was well-equipped with everything needed for a comfortable stay.,Positive,9,9,9,9,9
1988,2118,99,"The breakfast was okay, but i would have liked more variety.",Neutral,7,7,7,7,8
1989,2533,99,"The apartment was comfortable, but a bit smaller than i expected for the price.",Neutral,6,6,6,7,7
1990,1750,99,"The wi-fi connection was slow at times, which made working difficult.",Neutral,6,6,6,6,7
1991,361,99,"The location was convenient, but it was a bit noisy at night due to street traffic.",Neutral,6,6,6,7,7
1992,2712,99,"The staff were polite, but the check-in process took longer than expected.",Neutral,6,6,6,7,7
1993,3084,99,The air conditioning in the apartment was too loud and disrupted my sleep.,Neutral,5,5,6,6,6
1994,83,99,The breakfast selection was limited and didnt include enough healthy options.,Negative,4,4,4,4,5
1995,1087,99,"The apartment wasnt as clean as i expected, with dust in some corners.",Negative,4,4,4,4,5
1996,2792,99,"The service didnt meet my expectations, especially for the price i paid.",Negative,4,4,4,4,4
1997,63,99,The apartment was smaller than i anticipated and felt cramped.,Negative,3,3,3,3,4
1998,1345,99,"The hotel overall was fine, but i expected more for the price i paid.",Neutral,6,6,6,7,7
1999,2786,99,"The bed was comfortable, but the room was too warm, and the air conditioning was hard to adjust.",Neutral,5,5,6,6,6
2000,1849,99,"The service was decent, but theres room for improvement in some areas.",Neutral,6,6,6,7,7
2001,1807,99,"The noise from other guests was disruptive, and the room wasnt well-insulated from outside sounds.",Negative,4,4,4,4,4
2002,2998,99,"The apartment decor was nice, but some of the furniture seemed worn and outdated.",Neutral,6,6,6,7,7
2003,3445,100,"The room was basic but clean, providing good value for the price.",Positive,8,8,8,7,8
2004,3038,100,"The location was convenient, close to the main road and easy to find.",Positive,8,8,7,8,8
2005,1039,100,The staff were friendly and helpful during my stay.,Positive,8,8,7,8,8
2006,651,100,"The guest house offered basic amenities, which met my needs for a short stay.",Positive,7,7,7,7,7
2007,2746,100,The bed was comfortable enough for a budget accommodation.,Positive,8,8,8,7,8
2008,1315,100,The guest house was clean and well-maintained considering its price range.,Positive,8,8,8,7,8
2009,3312,100,The staff were polite and made check-in and check-out easy.,Positive,8,8,7,8,8
2010,3594,100,"The location was decent, with a few shops and restaurants nearby.",Positive,7,7,7,7,7
2011,3451,100,The room was small but had everything i needed for a short stay.,Positive,7,7,7,7,7
2012,1704,100,"The price was affordable, and i got what i expected for a budget stay.",Positive,7,7,7,7,7
2013,1717,100,"The guest house was fine for a budget stay, but the breakfast could have been better.",Neutral,6,6,6,6,7
2014,3685,100,"The room was okay, but it felt a bit cramped.",Neutral,6,6,6,6,7
2015,1614,100,The wi-fi connection was weak and sometimes unreliable.,Neutral,5,5,5,6,6
2016,1197,100,"The location was convenient, but the noise from the street was noticeable.",Neutral,6,6,6,6,7
2017,1443,100,"The staff were polite, but the service could have been more efficient.",Neutral,6,6,6,6,7
2018,1641,100,The air conditioning was too loud and disturbed my sleep.,Neutral,5,5,6,6,6
2019,2580,100,The breakfast was basic and could have included more variety.,Negative,4,4,4,4,5
2020,2275,101,"The room wasnt as clean as i expected, with dust in a few corners.",Negative,4,4,4,4,5
2021,2274,101,"The service was below expectations, considering the price.",Negative,4,4,4,4,5
2022,1752,101,"The room was very small and felt cramped, even for a budget guest house.",Negative,3,3,3,3,4
2023,3405,101,"The guest house was okay, but i expected a bit more comfort.",Neutral,6,6,6,6,7
2024,700,101,"The bed was somewhat comfortable, but the room was too warm, and the fan didnt help much.",Neutral,5,5,5,6,6
2025,2167,101,"The service was decent, but theres room for improvement, especially in response times.",Neutral,6,6,6,6,7
2026,2134,101,"The noise from other guests was disruptive, and the walls were too thin.",Negative,4,4,4,4,5
2027,185,101,"The room was fine for the price, but the furniture was a bit old and worn.",Neutral,6,6,6,6,7
2028,2286,101,"The room was clean and comfortable, providing good value for the price.",Positive,8,8,8,8,8
2029,1648,101,"The location was convenient, close to the city center and public transportation.",Positive,9,9,9,9,9
2030,428,101,The staff were friendly and always ready to assist with any requests.,Positive,8,8,8,8,8
2031,2593,101,"Breakfast was basic but adequate, with enough variety to start the day.",Positive,7,7,7,7,8
2032,2205,101,"The bed was comfortable, and the room was quiet, ensuring a restful night.",Positive,8,8,8,8,8
2033,1699,101,The hotels central location made it easy to explore the nearby attractions.,Positive,9,9,8,9,9
2034,3028,101,"The hotel's central location made it easy to explore the city, and the views from the room were fantastic",Positive,8,8,8,8,8
2035,3168,101,The staff were exceptionally friendly and went out of their way to make our stay comfortable,Positive,8,8,8,8,8
2036,3277,101,"The room was spacious and well-equipped, providing everything we needed for a comfortable stay",Positive,7,7,7,7,8
2037,2105,102,"The location is convenient, but the noise from the street was noticeable at night",Positive,9,9,8,9,9
2038,2455,102,"The room was clean, but the furniture felt a bit outdated",Neutral,6,6,6,6,7
2039,526,102,"Breakfast was decent, though the options were somewhat limited",Neutral,6,6,6,6,7
2040,2669,102,"The wi-fi connection was stable, but the speed could have been better",Neutral,5,5,5,6,6
2041,2429,102,"The bed was comfortable, but the pillows were a bit too firm for my taste",Neutral,6,6,6,6,7
2042,3221,102,"The staff were polite, but there were some delays during check-in",Neutral,6,6,6,7,7
2043,278,102,The room had a musty smell that didnt go away during my stay,Neutral,5,5,6,6,6
2044,2150,102,"The walls were thin, and i could hear noise from the neighboring rooms, which affected my sleep",Positive,9,9,8,9,9
2045,1839,102,"The room was smaller than expected, and the bathroom felt cramped",Positive,9,9,8,9,9
2046,3646,102,"The cleanliness of the room was disappointing, with dust on the surfaces and a dirty carpet",Positive,9,9,8,9,9
2047,2728,102,"The room had all the basic amenities, but nothing stood out as exceptional",Positive,9,9,8,9,9
2048,234,102,"The hotel was fine for a short stay, but i wouldnt recommend it for a longer visit",Neutral,6,6,6,6,7
2049,3107,102,"The air conditioning worked well, but it was a bit noisy",Neutral,5,5,5,6,6
2050,1818,102,"The room was fine, but the view wasnt as good as i expected",Neutral,6,6,6,7,7
2051,3515,102,"The bed was incredibly comfortable, ensuring a great nights sleep",Positive,9,9,8,9,9
2052,1774,102,"Breakfast was excellent, with a wide variety of options to suit all tastes",Neutral,6,6,6,6,7
2053,1811,102,The hotels modern decor and ambiance added to the overall experience,Positive,9,9,9,9,9
2054,1482,103,"The hotel was spotlessly clean, and the housekeeping staff did a great job each day",Positive,9,9,9,9,9
2055,1530,103,"The rooftop terrace was a highlight, offering stunning views of the city",Positive,9,9,9,9,9
2056,2336,103,"The service at the hotel was top-notch, with staff always ready to assist with a smile",Positive,8,8,8,8,9
2057,2796,103,"The bathroom was clean, but the water pressure in the shower was low",Positive,8,8,8,8,8
2058,1298,103,"The room was comfortable enough, but the decor felt a bit dated",Positive,9,9,9,9,9
2059,1468,103,"The breakfast was adequate, but nothing particularly special",Positive,10,10,9,10,10
2060,1590,103,"The location is convenient, but the surrounding area can be a bit noisy",Positive,9,9,9,9,9
2061,3334,103,"The gym was small, but it had all the essential equipment",Positive,9,9,9,9,9
2062,1007,103,"The room was clean, but the furniture was outdated and could use some refurbishment",Positive,9,9,9,9,9
2063,2679,103,The hotels historic charm added to the overall experience,Neutral,7,7,7,7,8
2064,2605,103,"The check-in process was smooth, but i had to wait a bit for my room to be ready",Neutral,6,6,6,7,7
2065,1425,103,"Parking was a bit of a challenge, with limited spaces available",Neutral,6,6,6,6,7
2066,1758,103,"The breakfast was decent, though the selection was somewhat limited",Neutral,6,6,6,7,7
2067,315,103,"The room was smaller than expected, and the bathroom felt cramped",Neutral,6,6,6,7,7
2068,662,103,The breakfast area was small and got crowded quickly in the morning,Neutral,5,5,6,6,6
2069,10,103,"The room had an unpleasant odor that persisted during my stay, affecting my experience",Negative,4,4,4,4,5
2070,2655,103,"The location is great for sightseeing, with major attractions just a short walk away",Negative,4,4,4,4,5
2071,1484,104,The staff were exceptionally friendly and went out of their way to make our stay comfortable,Negative,4,4,4,4,4
2072,1201,104,"The room was spacious and well-equipped, providing everything we needed for a comfortable stay",Negative,3,3,3,3,4
2073,972,104,"The bed was incredibly comfortable, ensuring a great nights sleep",Neutral,6,6,6,7,7
2074,3363,104,"Breakfast was excellent, with a wide variety of options to suit all tastes",Neutral,5,5,6,6,6
2075,3705,104,The hotels modern decor and ambiance added to the overall experience,Neutral,6,6,6,7,7
2076,2146,104,"The hotel was spotlessly clean, and the housekeeping staff did a great job each day",Negative,4,4,4,4,4
2077,1702,104,"The rooftop terrace was a highlight, offering stunning views of the city",Neutral,6,6,6,7,7
2078,1781,104,"The service at the hotel was top-notch, with staff always ready to assist with a smile",Positive,9,9,8,9,9
